vendor_project,product,vulnerability_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,vector,complexity,severity
38,104,243,2021-11-03,"An Improper Limitation of a Pathname to a Restricted Directory (""Path Traversal"") in Fortinet FortiOS 6.0.0 to 6.0.4, 5.6.3 to 5.6.7 and 5.4.6 to 5.4.12 and FortiProxy 2.0.0, 1.2.0 to 1.2.8, 1.1.0 to 1.1.6, 1.0.0 to 1.0.7 under SSL VPN web portal allows an unauthenticated attacker to download system files via special crafted HTTP resource requests.",Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
42,43,264,2021-11-03,Heap buffer overflow in UI in Google Chrome on Android prior to 86.0.4240.185 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page.,Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
42,42,255,2021-11-03,Heap buffer overflow in Freetype in Google Chrome prior to 86.0.4240.111 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,42,256,2021-11-03,Data race in audio in Google Chrome prior to 89.0.4389.72 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,42,261,2021-11-03,Use after free in site isolation in Google Chrome prior to 86.0.4240.198 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page.,Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
42,42,257,2021-11-03,Information disclosure in Google Chrome that exists due to excessive data output in core.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,135,2021-11-03,Inappropriate implementation in V8 in Google Chrome prior to 86.0.4240.183 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
42,42,259,2021-11-03,Google Chrome out-of-bounds write that allows to execute arbitrary code on the target system.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,136,2021-11-03,Inappropriate implementation in V8 in Google Chrome prior to 86.0.4240.198 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
42,42,262,2021-11-03,Google Chrome Use-After-Free vulnerability,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,139,2021-11-03,Heap buffer overflow in V8 in Google Chrome prior to 88.0.4324.150 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,42,262,2021-11-03,"Use-after-free weakness in Portals, Google's new web page navigation system for Chrome. Successful exploitation can let attackers to execute code.",Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,140,2021-11-03,Type confusion in V8 in Google Chrome prior to 91.0.4472.101 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,42,262,2021-11-03,Google Chrome use-after-free error within the V8 browser engine.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,140,2021-11-03,Type confusion in V8 in Google Chrome prior to 80.0.3987.122 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
42,42,263,2021-11-03,Use after free in WebGL in Google Chrome prior to 91.0.4472.114 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,45,134,2021-11-03,Use after free in Blink in Google Chrome prior to 89.0.4389.128 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,269,2021-11-03,Unknown,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,268,2021-11-03,Unknown,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,138,2021-11-03,Type confusion in V8 in Google Chrome prior to 90.0.4430.85 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,141,2021-11-03,Use after free in Blink in Google Chrome prior to 89.0.4389.90 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,137,2021-11-03,Insufficient validation of untrusted input in V8 in Google Chrome prior to 89.0.4389.128 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
42,42,254,2021-11-03,Type Confusion in V8 in Google Chrome prior to 91.0.4472.164 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,2021-11-17,2021-08-03,8.8,CWE-843,NETWORK,LOW,1
47,122,285,2021-11-03,"IBM Data Risk Manager 2.0.1, 2.0.2, 2.0.3, and 2.0.4 could allow a remote authenticated attacker to traverse directories on the system. An attacker could send a specially-crafted URL request to download arbitrary files from the system. IBM X-Force ID: 180535.",Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
47,122,286,2021-11-03,"IBM Data Risk Manager 2.0.1, 2.0.2, 2.0.3, 2.0.4, 2.0.5, and 2.0.6 could allow a remote attacker to bypass security restrictions when configured with SAML authentication. By sending a specially crafted HTTP request, an attacker could exploit this vulnerability to bypass the authentication process and gain full administrative access to the system. IBM X-Force ID: 180532.",Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
47,122,287,2021-11-03,"IBM Data Risk Manager 2.0.1, 2.0.2, 2.0.3, and 2.0.4 could allow a remote authenticated attacker to execute arbitrary commands on the system. IBM X-Force ID: 180533.",Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
47,123,289,2021-11-03,"IBM Planning Analytics 2.0.0 through 2.0.8 is vulnerable to a configuration overwrite that allows an unauthenticated user to login as ""admin"", and then execute code as root or SYSTEM via TM1 scripting. IBM X-Force ID: 172094.",Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
48,134,291,2021-11-03,The EPHEMERAL coder in ImageMagick before 6.9.3-10 and 7.x before 7.0.1-1 allows remote attackers to delete arbitrary files via a crafted image.,Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
48,134,292,2021-11-03,The (1) HTTP and (2) FTP coders in ImageMagick before 6.9.3-10 and 7.x before 7.0.1-1 allow remote attackers to conduct server-side request forgery (SSRF) attacks via a crafted image.,Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
51,190,479,2021-11-03,A remote code execution vulnerability that allows remote attackers to execute arbitrary code via unspecified vectors.,Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
54,154,302,2021-11-03,"Kaseya VSA before 9.5.7 allows credential disclosure, as exploited in the wild in July 2021.",Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
57,159,307,2021-11-03,Deserialization of Untrusted Data in Liferay Portal prior to 7.2.1 CE GA2 allows remote attackers to execute arbitrary code via JSON web services (JSONWS).,Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
59,172,313,2021-11-03,Arbitrary Process Execution vulnerability in McAfee Total Protection (MTP) prior to 16.0.30 allows a local user to gain elevated privileges and execute arbitrary code bypassing MTP self-defense.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
61,176,316,2021-11-03,Micro Focus Access Manager versions prior to 5.0 contain a vulnerability which allows for information leakage.,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
61,177,317,2021-11-03,"Remote Code execution vulnerability in Micro Focus Operation Bridge Reporter (OBR) product, affecting version 10.40. The vulnerability could be exploited to allow Remote Code Execution on the OBR server.",Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,425,2021-11-03,"Allows remote authenticated users to obtain sensitive credential information and consequently gain privileges by leveraging access to the SYSVOL share, as exploited in the wild in May 2014, aka ""Group Policy Preferences Password Elevation of Privilege Vulnerability.""",Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
62,180,325,2021-11-03,Azure Open Management Infrastructure Remote Code Execution Vulnerability,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,428,2021-11-03,"The kernel-mode driver allows local users to gain privileges via a crafted application, aka ""Win32k Elevation of Privilege Vulnerability,"" a different vulnerability than CVE-2016-0143 and CVE-2016-0165.",Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
62,183,326,2021-11-03,A remote code execution vulnerability exists in the way that Microsoft browsers access objects in memory.,Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,431,2021-11-03,Windows Kernel Information Disclosure Vulnerability,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
62,181,328,2021-11-03,Microsoft Defender Remote Code Execution Vulnerability,Apply updates per vendor instructions.,2021-11-17,2021-01-12,7.8,CWE-131,LOCAL,LOW,1
62,182,327,2021-11-03,Microsoft Desktop Window Manager (DWM) Core Library Privilege Escalation Vulnerability,Apply updates per vendor instructions.,2021-11-17,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,437,2021-11-03,"Media Center allows remote attackers to execute arbitrary code via a crafted Media Center link (aka .mcl) file, aka ""Windows Media Center Remote Code Execution Vulnerability.""",Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,427,2021-11-03,"A privilege escalation vulnerability exists in the Windows Installer when MSI packages process symbolic links, aka 'Windows Installer Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0686.",Apply updates per vendor instructions.,2022-05-03,Unknown,0.0,Unknown,Unknown,Unknown,3
